"idResource","idUser","chosenCategory","incentive"
92593,850,2,"EXTRINSIC"
92593,676,2,"EXTRINSIC"
92593,851,2,"EXTRINSIC"
92593,847,2,"EXTRINSIC"
92594,879,2,"EXTRINSIC"
92594,882,2,"EXTRINSIC"
92594,847,2,"EXTRINSIC"
92594,851,2,"EXTRINSIC"
92594,850,2,"EXTRINSIC"
92594,672,2,"EXTRINSIC"
92596,851,2,"EXTRINSIC"
92596,756,2,"EXTRINSIC"
92596,882,2,"EXTRINSIC"
92596,672,2,"EXTRINSIC"
92596,847,2,"EXTRINSIC"
92598,756,2,"EXTRINSIC"
92598,672,4,"EXTRINSIC"
92598,872,2,"EXTRINSIC"
92598,846,4,"EXTRINSIC"
92598,847,2,"EXTRINSIC"
92598,854,2,"EXTRINSIC"
92598,851,2,"EXTRINSIC"
92599,875,6,"EXTRINSIC"
92599,756,6,"EXTRINSIC"
92599,672,6,"EXTRINSIC"
92599,877,6,"EXTRINSIC"
92599,854,6,"EXTRINSIC"
92599,311,6,"EXTRINSIC"
92599,851,6,"EXTRINSIC"
92601,311,2,"EXTRINSIC"
92601,756,2,"EXTRINSIC"
92601,851,2,"EXTRINSIC"
92601,877,2,"EXTRINSIC"
92601,672,2,"EXTRINSIC"
92603,851,2,"EXTRINSIC"
92603,672,2,"EXTRINSIC"
92603,311,2,"EXTRINSIC"
92603,847,2,"EXTRINSIC"
92603,841,2,"EXTRINSIC"
92604,882,2,"EXTRINSIC"
92604,851,2,"EXTRINSIC"
92604,672,2,"EXTRINSIC"
92604,903,2,"EXTRINSIC"
92604,847,6,"EXTRINSIC"
92605,851,6,"EXTRINSIC"
92605,877,6,"EXTRINSIC"
92605,756,6,"EXTRINSIC"
92605,882,6,"EXTRINSIC"
92605,672,6,"EXTRINSIC"
92607,672,2,"EXTRINSIC"
92607,882,2,"EXTRINSIC"
92607,851,2,"EXTRINSIC"
92607,877,2,"EXTRINSIC"
92607,756,2,"EXTRINSIC"
92608,851,6,"EXTRINSIC"
92608,758,6,"EXTRINSIC"
92608,672,6,"EXTRINSIC"
92608,756,6,"EXTRINSIC"
92608,847,6,"EXTRINSIC"
92609,672,2,"EXTRINSIC"
92609,847,2,"EXTRINSIC"
92609,903,2,"EXTRINSIC"
92609,851,2,"EXTRINSIC"
92609,882,2,"EXTRINSIC"
92611,672,6,"EXTRINSIC"
92611,854,6,"EXTRINSIC"
92611,882,6,"EXTRINSIC"
92611,756,6,"EXTRINSIC"
92611,851,6,"EXTRINSIC"
92612,847,2,"EXTRINSIC"
92612,756,2,"EXTRINSIC"
92612,672,2,"EXTRINSIC"
92612,851,2,"EXTRINSIC"
92613,672,2,"EXTRINSIC"
92613,311,2,"EXTRINSIC"
92613,851,2,"EXTRINSIC"
92614,851,6,"EXTRINSIC"
92614,672,6,"EXTRINSIC"
92614,311,6,"EXTRINSIC"
92615,851,2,"EXTRINSIC"
92615,879,2,"EXTRINSIC"
92615,882,2,"EXTRINSIC"
92615,672,2,"EXTRINSIC"
92615,847,2,"EXTRINSIC"
92616,672,2,"EXTRINSIC"
92616,882,2,"EXTRINSIC"
92616,756,2,"EXTRINSIC"
92616,847,2,"EXTRINSIC"
92618,672,2,"EXTRINSIC"
92618,756,2,"EXTRINSIC"
92618,851,2,"EXTRINSIC"
92618,882,2,"EXTRINSIC"
92618,854,2,"EXTRINSIC"
92619,847,2,"EXTRINSIC"
92619,672,4,"EXTRINSIC"
92619,756,2,"EXTRINSIC"
92619,682,4,"EXTRINSIC"
92619,854,2,"EXTRINSIC"
92619,851,4,"EXTRINSIC"
92619,817,2,"EXTRINSIC"
92619,850,2,"EXTRINSIC"
92619,864,4,"EXTRINSIC"
92620,672,6,"EXTRINSIC"
92620,851,6,"EXTRINSIC"
92620,311,6,"EXTRINSIC"
92620,756,6,"EXTRINSIC"
92621,854,2,"EXTRINSIC"
92621,850,2,"EXTRINSIC"
92621,882,2,"EXTRINSIC"
92621,672,2,"EXTRINSIC"
92622,847,4,"EXTRINSIC"
92622,851,2,"EXTRINSIC"
92622,672,4,"EXTRINSIC"
92622,854,2,"EXTRINSIC"
92622,875,4,"EXTRINSIC"
92622,676,2,"EXTRINSIC"
92622,756,2,"EXTRINSIC"
92623,756,6,"EXTRINSIC"
92623,672,6,"EXTRINSIC"
92623,851,6,"EXTRINSIC"
92623,847,6,"EXTRINSIC"
92623,879,6,"EXTRINSIC"
92626,311,6,"EXTRINSIC"
92626,756,6,"EXTRINSIC"
92626,782,6,"EXTRINSIC"
92626,851,6,"EXTRINSIC"
92626,847,6,"EXTRINSIC"
92626,672,6,"EXTRINSIC"
92629,672,6,"EXTRINSIC"
92629,877,6,"EXTRINSIC"
92629,879,6,"EXTRINSIC"
92629,851,6,"EXTRINSIC"
92629,847,6,"EXTRINSIC"
92630,676,2,"EXTRINSIC"
92630,756,2,"EXTRINSIC"
92630,873,2,"EXTRINSIC"
92630,847,2,"EXTRINSIC"
92630,854,2,"EXTRINSIC"
92630,672,2,"EXTRINSIC"
92632,311,6,"EXTRINSIC"
92632,847,6,"EXTRINSIC"
92632,854,6,"EXTRINSIC"
92632,838,6,"EXTRINSIC"
92632,672,6,"EXTRINSIC"
92632,851,6,"EXTRINSIC"
92633,851,2,"EXTRINSIC"
92633,311,2,"EXTRINSIC"
92633,672,2,"EXTRINSIC"
92635,864,6,"EXTRINSIC"
92635,851,6,"EXTRINSIC"
92635,756,6,"EXTRINSIC"
92635,847,6,"EXTRINSIC"
92635,672,6,"EXTRINSIC"
92636,851,2,"EXTRINSIC"
92636,311,2,"EXTRINSIC"
92636,672,2,"EXTRINSIC"
92636,882,2,"EXTRINSIC"
92636,854,2,"EXTRINSIC"
92637,854,4,"EXTRINSIC"
92637,850,4,"EXTRINSIC"
92637,817,4,"EXTRINSIC"
92637,851,6,"EXTRINSIC"
92637,672,4,"EXTRINSIC"
92637,756,2,"EXTRINSIC"
92637,847,2,"EXTRINSIC"
92637,864,4,"EXTRINSIC"
92637,676,4,"EXTRINSIC"
92638,756,2,"EXTRINSIC"
92638,851,2,"EXTRINSIC"
92638,672,2,"EXTRINSIC"
92638,854,2,"EXTRINSIC"
92638,875,2,"EXTRINSIC"
92638,847,2,"EXTRINSIC"
92639,882,2,"EXTRINSIC"
92639,850,2,"EXTRINSIC"
92639,851,2,"EXTRINSIC"
92639,672,2,"EXTRINSIC"
92639,903,2,"EXTRINSIC"
92639,847,2,"EXTRINSIC"
92640,847,6,"EXTRINSIC"
92640,851,2,"EXTRINSIC"
92640,882,2,"EXTRINSIC"
92640,672,2,"EXTRINSIC"
92640,879,2,"EXTRINSIC"
92641,311,2,"EXTRINSIC"
92641,935,2,"EXTRINSIC"
92641,672,2,"EXTRINSIC"
92641,851,2,"EXTRINSIC"
92642,944,2,"EXTRINSIC"
92642,672,2,"EXTRINSIC"
92642,311,2,"EXTRINSIC"
92642,851,2,"EXTRINSIC"
92643,847,4,"EXTRINSIC"
92643,854,4,"EXTRINSIC"
92643,672,4,"EXTRINSIC"
92643,851,2,"EXTRINSIC"
92643,756,4,"EXTRINSIC"
92643,864,4,"EXTRINSIC"
92644,672,2,"EXTRINSIC"
92644,854,2,"EXTRINSIC"
92644,782,2,"EXTRINSIC"
92644,851,2,"EXTRINSIC"
92644,847,2,"EXTRINSIC"
92644,756,2,"EXTRINSIC"
92645,851,2,"EXTRINSIC"
92645,672,2,"EXTRINSIC"
92645,311,2,"EXTRINSIC"
92646,867,4,"EXTRINSIC"
92646,851,4,"EXTRINSIC"
92646,676,4,"EXTRINSIC"
92646,672,2,"EXTRINSIC"
92646,847,4,"EXTRINSIC"
92646,864,4,"EXTRINSIC"
92646,786,6,"EXTRINSIC"
92646,782,2,"EXTRINSIC"
92646,756,2,"EXTRINSIC"
92646,854,4,"EXTRINSIC"
92649,756,2,"EXTRINSIC"
92649,672,4,"EXTRINSIC"
92649,864,4,"EXTRINSIC"
92649,854,4,"EXTRINSIC"
92649,817,4,"EXTRINSIC"
92649,847,4,"EXTRINSIC"
92649,850,4,"EXTRINSIC"
92649,851,2,"EXTRINSIC"
92650,847,2,"EXTRINSIC"
92650,854,2,"EXTRINSIC"
92650,672,2,"EXTRINSIC"
92650,756,2,"EXTRINSIC"
92650,817,2,"EXTRINSIC"
92650,851,2,"EXTRINSIC"
92651,672,2,"EXTRINSIC"
92651,882,2,"EXTRINSIC"
92651,851,2,"EXTRINSIC"
92651,879,5,"EXTRINSIC"
92651,847,2,"EXTRINSIC"
92651,850,2,"EXTRINSIC"
92651,854,2,"EXTRINSIC"
92652,882,2,"EXTRINSIC"
92652,756,2,"EXTRINSIC"
92652,672,2,"EXTRINSIC"
92652,877,2,"EXTRINSIC"
92652,879,2,"EXTRINSIC"
92653,672,2,"EXTRINSIC"
92653,782,2,"EXTRINSIC"
92653,851,2,"EXTRINSIC"
92653,847,2,"EXTRINSIC"
92653,756,2,"EXTRINSIC"
92653,311,2,"EXTRINSIC"
92654,854,2,"EXTRINSIC"
92654,756,2,"EXTRINSIC"
92654,882,2,"EXTRINSIC"
92654,672,2,"EXTRINSIC"
92654,851,2,"EXTRINSIC"
92655,851,2,"EXTRINSIC"
92655,672,2,"EXTRINSIC"
92655,756,2,"EXTRINSIC"
92655,854,2,"EXTRINSIC"
92655,847,4,"EXTRINSIC"
92656,756,2,"EXTRINSIC"
92656,672,2,"EXTRINSIC"
92656,854,2,"EXTRINSIC"
92656,851,2,"EXTRINSIC"
92656,847,2,"EXTRINSIC"
92657,879,2,"EXTRINSIC"
92657,882,2,"EXTRINSIC"
92657,672,2,"EXTRINSIC"
92657,877,2,"EXTRINSIC"
92658,850,2,"EXTRINSIC"
92658,851,2,"EXTRINSIC"
92658,847,2,"EXTRINSIC"
92658,756,2,"EXTRINSIC"
92658,882,6,"EXTRINSIC"
92658,672,2,"EXTRINSIC"
92659,756,2,"EXTRINSIC"
92659,851,2,"EXTRINSIC"
92659,854,2,"EXTRINSIC"
92659,672,2,"EXTRINSIC"
92659,847,2,"EXTRINSIC"
92660,854,2,"EXTRINSIC"
92660,847,2,"EXTRINSIC"
92660,756,2,"EXTRINSIC"
92660,672,2,"EXTRINSIC"
92661,847,2,"EXTRINSIC"
92661,672,2,"EXTRINSIC"
92661,851,2,"EXTRINSIC"
92661,882,2,"EXTRINSIC"
92662,882,2,"EXTRINSIC"
92662,672,2,"EXTRINSIC"
92662,879,2,"EXTRINSIC"
92662,850,2,"EXTRINSIC"
92663,672,2,"EXTRINSIC"
92663,851,2,"EXTRINSIC"
92663,311,2,"EXTRINSIC"
92664,672,2,"EXTRINSIC"
92664,311,2,"EXTRINSIC"
92664,756,2,"EXTRINSIC"
92664,851,2,"EXTRINSIC"
92667,311,2,"EXTRINSIC"
92667,756,2,"EXTRINSIC"
92667,877,2,"EXTRINSIC"
92667,882,2,"EXTRINSIC"
92667,672,2,"EXTRINSIC"
92668,851,2,"EXTRINSIC"
92668,882,2,"EXTRINSIC"
92668,672,2,"EXTRINSIC"
92668,756,2,"EXTRINSIC"
92668,854,2,"EXTRINSIC"
92672,851,2,"EXTRINSIC"
92672,756,2,"EXTRINSIC"
92672,672,2,"EXTRINSIC"
92672,311,2,"EXTRINSIC"
92672,854,2,"EXTRINSIC"
92673,854,6,"EXTRINSIC"
92673,851,6,"EXTRINSIC"
92673,756,6,"EXTRINSIC"
92673,882,6,"EXTRINSIC"
92673,672,6,"EXTRINSIC"
92674,672,2,"EXTRINSIC"
92674,882,2,"EXTRINSIC"
92674,879,2,"EXTRINSIC"
92674,877,2,"EXTRINSIC"
92674,756,2,"EXTRINSIC"
92675,756,2,"EXTRINSIC"
92675,854,2,"EXTRINSIC"
92675,847,2,"EXTRINSIC"
92675,851,2,"EXTRINSIC"
92675,672,2,"EXTRINSIC"
92676,756,2,"EXTRINSIC"
92676,850,4,"EXTRINSIC"
92676,847,2,"EXTRINSIC"
92676,672,4,"EXTRINSIC"
92676,854,4,"EXTRINSIC"
92676,864,4,"EXTRINSIC"
92676,851,2,"EXTRINSIC"
92676,817,2,"EXTRINSIC"
92677,672,2,"EXTRINSIC"
92677,851,2,"EXTRINSIC"
92677,882,2,"EXTRINSIC"
92677,847,2,"EXTRINSIC"
92677,879,2,"EXTRINSIC"
92678,847,2,"EXTRINSIC"
92678,851,2,"EXTRINSIC"
92678,854,2,"EXTRINSIC"
92678,672,2,"EXTRINSIC"
92678,756,2,"EXTRINSIC"
92681,851,2,"EXTRINSIC"
92681,847,2,"EXTRINSIC"
92681,864,2,"EXTRINSIC"
92681,672,2,"EXTRINSIC"
92681,756,2,"EXTRINSIC"
92683,877,2,"EXTRINSIC"
92683,756,2,"EXTRINSIC"
92683,672,2,"EXTRINSIC"
92683,882,2,"EXTRINSIC"
92683,851,2,"EXTRINSIC"
92684,877,2,"EXTRINSIC"
92684,756,2,"EXTRINSIC"
92684,851,2,"EXTRINSIC"
92684,672,2,"EXTRINSIC"
92687,882,2,"EXTRINSIC"
92687,854,2,"EXTRINSIC"
92687,877,2,"EXTRINSIC"
92687,311,2,"EXTRINSIC"
92687,879,2,"EXTRINSIC"
92687,672,2,"EXTRINSIC"
92689,756,2,"EXTRINSIC"
92689,854,2,"EXTRINSIC"
92689,672,2,"EXTRINSIC"
92689,850,2,"EXTRINSIC"
92690,713,2,"EXTRINSIC"
92690,672,2,"EXTRINSIC"
92690,847,2,"EXTRINSIC"
92690,756,2,"EXTRINSIC"
92690,676,2,"EXTRINSIC"
92690,854,2,"EXTRINSIC"
92691,865,2,"EXTRINSIC"
92691,847,5,"EXTRINSIC"
92691,854,4,"EXTRINSIC"
92691,864,2,"EXTRINSIC"
92691,782,2,"EXTRINSIC"
92691,851,4,"EXTRINSIC"
92691,756,2,"EXTRINSIC"
92691,672,4,"EXTRINSIC"
92692,847,2,"EXTRINSIC"
92692,882,2,"EXTRINSIC"
92692,903,2,"EXTRINSIC"
92692,672,2,"EXTRINSIC"
92693,798,2,"EXTRINSIC"
92693,756,2,"EXTRINSIC"
92693,672,2,"EXTRINSIC"
92693,782,2,"EXTRINSIC"
92693,847,2,"EXTRINSIC"
92693,851,2,"EXTRINSIC"
92693,311,2,"EXTRINSIC"
92694,756,2,"EXTRINSIC"
92694,672,2,"EXTRINSIC"
92694,847,2,"EXTRINSIC"
92694,851,2,"EXTRINSIC"
92695,851,2,"EXTRINSIC"
92695,847,2,"EXTRINSIC"
92695,672,2,"EXTRINSIC"
92695,756,2,"EXTRINSIC"
92697,854,4,"EXTRINSIC"
92697,672,4,"EXTRINSIC"
92697,851,4,"EXTRINSIC"
92697,847,4,"EXTRINSIC"
92697,756,2,"EXTRINSIC"
92698,672,2,"EXTRINSIC"
92698,847,2,"EXTRINSIC"
92698,756,2,"EXTRINSIC"
92698,851,2,"EXTRINSIC"
92699,877,2,"EXTRINSIC"
92699,851,2,"EXTRINSIC"
92699,882,2,"EXTRINSIC"
92699,847,2,"EXTRINSIC"
92699,672,2,"EXTRINSIC"
92701,676,2,"EXTRINSIC"
92701,672,2,"EXTRINSIC"
92701,847,6,"EXTRINSIC"
92701,873,2,"EXTRINSIC"
92701,841,2,"EXTRINSIC"
92701,756,2,"EXTRINSIC"
92701,854,2,"EXTRINSIC"
92703,882,2,"EXTRINSIC"
92703,877,2,"EXTRINSIC"
92703,311,2,"EXTRINSIC"
92703,672,2,"EXTRINSIC"
92703,879,4,"EXTRINSIC"
92704,672,2,"EXTRINSIC"
92704,882,2,"EXTRINSIC"
92704,756,2,"EXTRINSIC"
92704,854,2,"EXTRINSIC"
92704,851,2,"EXTRINSIC"
92705,851,2,"EXTRINSIC"
92705,311,2,"EXTRINSIC"
92705,756,2,"EXTRINSIC"
92705,672,2,"EXTRINSIC"
92705,847,2,"EXTRINSIC"
92705,782,2,"EXTRINSIC"
92708,877,2,"EXTRINSIC"
92708,882,2,"EXTRINSIC"
92708,854,2,"EXTRINSIC"
92708,879,2,"EXTRINSIC"
92708,875,2,"EXTRINSIC"
92708,756,2,"EXTRINSIC"
92708,672,2,"EXTRINSIC"
92709,713,2,"EXTRINSIC"
92709,882,6,"EXTRINSIC"
92709,854,2,"EXTRINSIC"
92709,672,2,"EXTRINSIC"
92709,877,2,"EXTRINSIC"
92709,879,6,"EXTRINSIC"
92709,756,2,"EXTRINSIC"
92710,672,2,"EXTRINSIC"
92710,877,2,"EXTRINSIC"
92710,851,2,"EXTRINSIC"
92710,311,2,"EXTRINSIC"
92710,847,2,"EXTRINSIC"
92712,882,6,"EXTRINSIC"
92712,875,2,"EXTRINSIC"
92712,756,2,"EXTRINSIC"
92712,672,2,"EXTRINSIC"
92712,854,2,"EXTRINSIC"
92712,850,2,"EXTRINSIC"
92713,851,2,"EXTRINSIC"
92713,847,2,"EXTRINSIC"
92713,672,2,"EXTRINSIC"
92713,756,2,"EXTRINSIC"
92719,672,2,"EXTRINSIC"
92719,838,2,"EXTRINSIC"
92719,311,2,"EXTRINSIC"
92719,854,2,"EXTRINSIC"
92719,851,2,"EXTRINSIC"
92719,847,2,"EXTRINSIC"
92722,850,2,"EXTRINSIC"
92722,882,2,"EXTRINSIC"
92722,672,2,"EXTRINSIC"
92722,854,2,"EXTRINSIC"
92723,672,2,"EXTRINSIC"
92723,879,2,"EXTRINSIC"
92723,847,2,"EXTRINSIC"
92723,851,2,"EXTRINSIC"
92723,756,2,"EXTRINSIC"
92724,851,2,"EXTRINSIC"
92724,672,2,"EXTRINSIC"
92724,854,2,"EXTRINSIC"
92724,882,2,"EXTRINSIC"
92726,847,2,"EXTRINSIC"
92726,851,2,"EXTRINSIC"
92726,854,2,"EXTRINSIC"
92726,756,2,"EXTRINSIC"
92726,672,2,"EXTRINSIC"
92727,311,2,"EXTRINSIC"
92727,850,2,"EXTRINSIC"
92727,854,2,"EXTRINSIC"
92727,756,2,"EXTRINSIC"
92727,882,2,"EXTRINSIC"
92728,311,2,"EXTRINSIC"
92728,851,2,"EXTRINSIC"
92728,672,2,"EXTRINSIC"
92729,847,2,"EXTRINSIC"
92729,756,2,"EXTRINSIC"
92729,851,2,"EXTRINSIC"
92729,672,2,"EXTRINSIC"
92729,854,2,"EXTRINSIC"
92730,850,6,"EXTRINSIC"
92730,756,2,"EXTRINSIC"
92730,672,2,"EXTRINSIC"
92730,854,2,"EXTRINSIC"
92730,882,2,"EXTRINSIC"
92731,847,2,"EXTRINSIC"
92731,672,2,"EXTRINSIC"
92731,851,2,"EXTRINSIC"
92731,903,2,"EXTRINSIC"
92731,850,2,"EXTRINSIC"
92732,756,2,"EXTRINSIC"
92732,854,2,"EXTRINSIC"
92732,851,2,"EXTRINSIC"
92732,672,2,"EXTRINSIC"
92732,882,2,"EXTRINSIC"
92735,672,2,"EXTRINSIC"
92735,854,2,"EXTRINSIC"
92735,850,2,"EXTRINSIC"
92735,882,2,"EXTRINSIC"
92736,672,2,"EXTRINSIC"
92736,851,2,"EXTRINSIC"
92736,877,2,"EXTRINSIC"
92736,311,2,"EXTRINSIC"
92736,756,2,"EXTRINSIC"
92737,847,2,"EXTRINSIC"
92737,851,2,"EXTRINSIC"
92737,854,2,"EXTRINSIC"
92737,672,2,"EXTRINSIC"
92737,756,2,"EXTRINSIC"
92738,903,2,"EXTRINSIC"
92738,672,2,"EXTRINSIC"
92738,847,2,"EXTRINSIC"
92738,882,2,"EXTRINSIC"
92739,847,2,"EXTRINSIC"
92739,851,2,"EXTRINSIC"
92739,672,2,"EXTRINSIC"
92739,756,2,"EXTRINSIC"
92743,847,2,"EXTRINSIC"
92743,672,2,"EXTRINSIC"
92743,839,2,"EXTRINSIC"
92743,854,2,"EXTRINSIC"
92743,311,2,"EXTRINSIC"
92743,851,2,"EXTRINSIC"
92743,838,2,"EXTRINSIC"
92744,672,2,"EXTRINSIC"
92744,879,2,"EXTRINSIC"
92744,851,2,"EXTRINSIC"
92744,882,2,"EXTRINSIC"
92745,879,2,"EXTRINSIC"
92745,850,2,"EXTRINSIC"
92745,854,2,"EXTRINSIC"
92745,672,2,"EXTRINSIC"
92745,851,2,"EXTRINSIC"
92745,847,4,"EXTRINSIC"
92746,672,2,"EXTRINSIC"
92746,311,2,"EXTRINSIC"
92746,847,2,"EXTRINSIC"
92746,846,2,"EXTRINSIC"
92746,756,2,"EXTRINSIC"
92746,851,2,"EXTRINSIC"
92746,782,2,"EXTRINSIC"
92747,854,3,"EXTRINSIC"
92747,756,2,"EXTRINSIC"
92747,875,2,"EXTRINSIC"
92747,847,2,"EXTRINSIC"
92747,672,2,"EXTRINSIC"
92747,851,2,"EXTRINSIC"
92748,847,2,"EXTRINSIC"
92748,854,2,"EXTRINSIC"
92748,672,4,"EXTRINSIC"
92748,851,2,"EXTRINSIC"
92748,756,2,"EXTRINSIC"
92750,854,2,"EXTRINSIC"
92750,847,2,"EXTRINSIC"
92750,672,2,"EXTRINSIC"
92750,851,2,"EXTRINSIC"
92750,838,2,"EXTRINSIC"
92750,837,2,"EXTRINSIC"
92750,311,2,"EXTRINSIC"
92753,311,2,"EXTRINSIC"
92753,672,2,"EXTRINSIC"
92753,756,2,"EXTRINSIC"
92753,882,2,"EXTRINSIC"
92753,847,2,"EXTRINSIC"
92753,877,2,"EXTRINSIC"
92753,850,2,"EXTRINSIC"
92754,854,4,"EXTRINSIC"
92754,756,2,"EXTRINSIC"
92754,672,4,"EXTRINSIC"
92754,847,4,"EXTRINSIC"
92754,851,4,"EXTRINSIC"
92756,875,2,"EXTRINSIC"
92756,756,2,"EXTRINSIC"
92756,672,2,"EXTRINSIC"
92756,854,2,"EXTRINSIC"
92757,882,2,"EXTRINSIC"
92757,672,2,"EXTRINSIC"
92757,847,2,"EXTRINSIC"
92757,854,2,"EXTRINSIC"
92757,756,2,"EXTRINSIC"
92758,877,2,"EXTRINSIC"
92758,311,2,"EXTRINSIC"
92758,756,2,"EXTRINSIC"
92758,672,2,"EXTRINSIC"
92758,854,2,"EXTRINSIC"
92759,672,2,"EXTRINSIC"
92759,864,2,"EXTRINSIC"
92759,851,2,"EXTRINSIC"
92759,756,2,"EXTRINSIC"
92759,847,2,"EXTRINSIC"
92759,854,2,"EXTRINSIC"
92761,672,2,"EXTRINSIC"
92761,756,2,"EXTRINSIC"
92761,847,2,"EXTRINSIC"
92761,854,2,"EXTRINSIC"
92761,817,2,"EXTRINSIC"
92761,851,2,"EXTRINSIC"
92762,850,2,"EXTRINSIC"
92762,854,2,"EXTRINSIC"
92762,882,2,"EXTRINSIC"
92762,672,2,"EXTRINSIC"
92762,877,2,"EXTRINSIC"
92763,847,6,"EXTRINSIC"
92763,851,2,"EXTRINSIC"
92763,879,2,"EXTRINSIC"
92763,672,2,"EXTRINSIC"
92763,877,2,"EXTRINSIC"
92764,672,2,"EXTRINSIC"
92764,756,2,"EXTRINSIC"
92764,847,2,"EXTRINSIC"
92764,854,2,"EXTRINSIC"
92764,851,2,"EXTRINSIC"
92766,877,4,"EXTRINSIC"
92766,713,2,"EXTRINSIC"
92766,311,4,"EXTRINSIC"
92766,672,2,"EXTRINSIC"
92766,851,2,"EXTRINSIC"
92766,756,2,"EXTRINSIC"
92766,854,2,"EXTRINSIC"
92767,850,2,"EXTRINSIC"
92767,672,2,"EXTRINSIC"
92767,847,2,"EXTRINSIC"
92767,676,2,"EXTRINSIC"
92768,864,2,"EXTRINSIC"
92768,847,2,"EXTRINSIC"
92768,854,2,"EXTRINSIC"
92768,756,2,"EXTRINSIC"
92768,672,2,"EXTRINSIC"
92769,847,4,"EXTRINSIC"
92769,672,2,"EXTRINSIC"
92769,756,2,"EXTRINSIC"
92769,851,2,"EXTRINSIC"
92769,854,2,"EXTRINSIC"
92770,882,2,"EXTRINSIC"
92770,756,2,"EXTRINSIC"
92770,672,2,"EXTRINSIC"
92770,847,2,"EXTRINSIC"
92770,854,2,"EXTRINSIC"
92771,672,2,"EXTRINSIC"
92771,851,2,"EXTRINSIC"
92771,847,2,"EXTRINSIC"
92771,903,2,"EXTRINSIC"
92771,850,2,"EXTRINSIC"
92772,892,2,"EXTRINSIC"
92772,850,2,"EXTRINSIC"
92772,851,2,"EXTRINSIC"
92772,888,4,"EXTRINSIC"
92772,879,2,"EXTRINSIC"
92772,877,2,"EXTRINSIC"
92772,672,2,"EXTRINSIC"
92772,882,2,"EXTRINSIC"
92774,847,2,"EXTRINSIC"
92774,851,2,"EXTRINSIC"
92774,672,2,"EXTRINSIC"
92774,850,2,"EXTRINSIC"
92774,311,2,"EXTRINSIC"
92776,851,2,"EXTRINSIC"
92776,672,2,"EXTRINSIC"
92776,864,2,"EXTRINSIC"
92776,847,2,"EXTRINSIC"
92776,756,2,"EXTRINSIC"
92777,756,2,"EXTRINSIC"
92777,311,2,"EXTRINSIC"
92777,672,2,"EXTRINSIC"
92777,851,2,"EXTRINSIC"
92778,311,2,"EXTRINSIC"
92778,672,2,"EXTRINSIC"
92778,851,2,"EXTRINSIC"
92779,672,2,"EXTRINSIC"
92779,756,2,"EXTRINSIC"
92779,847,2,"EXTRINSIC"
92779,854,2,"EXTRINSIC"
92779,864,2,"EXTRINSIC"
92779,851,2,"EXTRINSIC"
92782,847,2,"EXTRINSIC"
92782,672,2,"EXTRINSIC"
92782,854,2,"EXTRINSIC"
92782,756,2,"EXTRINSIC"
92782,851,2,"EXTRINSIC"
92783,882,2,"EXTRINSIC"
92783,847,2,"EXTRINSIC"
92783,879,2,"EXTRINSIC"
92783,672,2,"EXTRINSIC"
92783,850,2,"EXTRINSIC"
92783,851,2,"EXTRINSIC"
92784,851,2,"EXTRINSIC"
92784,864,4,"EXTRINSIC"
92784,756,2,"EXTRINSIC"
92784,672,2,"EXTRINSIC"
92784,871,2,"EXTRINSIC"
92784,854,4,"EXTRINSIC"
92784,847,2,"EXTRINSIC"
92786,847,2,"EXTRINSIC"
92786,854,2,"EXTRINSIC"
92786,756,2,"EXTRINSIC"
92786,672,2,"EXTRINSIC"
92786,851,2,"EXTRINSIC"
92788,672,2,"EXTRINSIC"
92788,882,2,"EXTRINSIC"
92788,877,2,"EXTRINSIC"
92788,854,2,"EXTRINSIC"
92788,850,2,"EXTRINSIC"
92789,311,2,"EXTRINSIC"
92789,851,2,"EXTRINSIC"
92789,672,2,"EXTRINSIC"
92790,756,2,"EXTRINSIC"
92790,672,2,"EXTRINSIC"
92790,851,2,"EXTRINSIC"
92790,877,2,"EXTRINSIC"
92790,847,2,"EXTRINSIC"
92791,879,2,"EXTRINSIC"
92791,672,2,"EXTRINSIC"
92791,851,2,"EXTRINSIC"
92791,847,2,"EXTRINSIC"
92792,851,2,"EXTRINSIC"
92792,311,2,"EXTRINSIC"
92792,672,2,"EXTRINSIC"
92793,676,4,"EXTRINSIC"
92793,854,2,"EXTRINSIC"
92793,756,2,"EXTRINSIC"
92793,841,4,"EXTRINSIC"
92793,672,4,"EXTRINSIC"
92793,847,4,"EXTRINSIC"
92794,847,2,"EXTRINSIC"
92794,850,2,"EXTRINSIC"
92794,672,2,"EXTRINSIC"
92794,851,2,"EXTRINSIC"
92796,851,4,"EXTRINSIC"
92796,847,4,"EXTRINSIC"
92796,854,4,"EXTRINSIC"
92796,756,2,"EXTRINSIC"
92796,672,4,"EXTRINSIC"
92797,672,2,"EXTRINSIC"
92797,882,2,"EXTRINSIC"
92797,311,2,"EXTRINSIC"
92797,851,2,"EXTRINSIC"
92797,854,2,"EXTRINSIC"
92798,672,2,"EXTRINSIC"
92798,311,2,"EXTRINSIC"
92798,877,2,"EXTRINSIC"
92798,879,2,"EXTRINSIC"
92799,847,2,"EXTRINSIC"
92799,882,2,"EXTRINSIC"
92799,672,2,"EXTRINSIC"
92799,851,2,"EXTRINSIC"
92801,847,2,"EXTRINSIC"
92801,851,2,"EXTRINSIC"
92801,756,2,"EXTRINSIC"
92801,672,2,"EXTRINSIC"
92801,854,2,"EXTRINSIC"
